Timestamp,ProcessMemory,Prediction,PredictionTimeMS
2020/2/2 10:09,12.04879669,49.09898872,344.1383487
2020/2/2 10:51,11.68708373,61.89717403,289.7277414
2020/2/2 10:59,12.15347493,47.45793207,273.5431857
2020/2/2 11:09,11.69406119,69.03210968,255.2382973
2020/2/2 11:11,11.7224341,41.03263255,386.4780793
2020/2/2 11:36,11.74793892,66.88395203,272.8962856
2020/2/2 11:44,11.61914169,65.37911464,286.3485983
2020/2/2 12:31,12.31968884,59.53559392,346.1277375
2020/2/2 12:33,11.28655612,52.57713184,394.0944681
2020/2/2 12:42,12.61550488,46.52141153,342.1222495
2020/2/2 12:59,11.41020492,55.75612237,459.9296047
2020/2/2 13:05,11.39706559,63.82557225,380.6639475
2020/2/2 13:25,12.53393952,43.34517656,378.6938483
2020/2/2 13:43,12.59012699,42.57227361,457.5478252
2020/2/2 14:11,11.91158337,40.02937182,340.4781121
2020/2/2 15:03,11.8120648,60.20877487,278.1635078
2020/2/2 15:08,11.72337437,48.15778546,361.4919129
2020/2/2 15:34,12.5514307,58.37389929,216.3788062
2020/2/2 15:37,12.05260586,62.72244751,424.3597718
2020/2/2 16:37,12.42627532,47.85542353,393.0872506
2020/2/2 16:51,12.36821504,67.60702461,298.714212
2020/2/2 16:53,11.26489326,68.45772682,249.5574386
2020/2/2 17:01,12.26873938,55.20643882,290.9011445
2020/2/2 17:06,11.86597986,48.30680659,354.0476257
2020/2/2 17:24,11.71792991,44.83832497,376.8144575
2020/2/2 17:41,12.37618798,55.45980057,316.2336614
2020/2/2 18:02,11.85296894,52.44880332,347.0137366
2020/2/2 18:43,12.31974084,55.5821208,271.9006799
2020/2/2 18:49,11.76465141,57.62604199,316.3574195
2020/2/2 19:19,11.99407344,60.2886902,287.6197243
2020/2/2 19:38,12.01662406,62.44330493,284.1825913
2020/2/2 19:46,12.04717019,42.39114332,445.0336742
2020/2/2 19:47,12.87367557,43.74804443,391.619479
2020/2/2 19:48,11.87358405,52.46824182,268.468695
2020/2/2 20:05,11.94479869,44.78910071,367.9148407
2020/2/2 20:40,12.63050542,57.81150295,350.4098632
2020/2/2 20:44,12.17993331,61.76122125,400.0219906
2020/2/2 21:12,11.57282798,61.41579615,450.9730252
2020/2/2 21:40,12.06699732,50.07605199,287.936364
2020/2/2 22:00,12.58562073,66.83738986,307.3992397
2020/2/2 22:42,11.81785285,45.74103054,413.3544399
2020/2/2 22:51,11.87244252,65.67335306,383.9361735
2020/2/2 23:14,12.48245465,55.26009482,433.1729846
2020/2/2 23:21,12.04224673,52.91279603,428.2414493
2020/2/2 23:37,11.66110382,52.42158032,355.0027689
2020/2/2 23:46,11.35988988,43.93365654,311.4470877
2020/2/2 23:48,11.05168905,41.44693738,542.1304064
2020/2/2 23:56,11.81688872,66.83185433,353.4612616
2020/2/3 0:17,12.40092909,49.61107911,237.0641632
2020/2/3 0:28,12.32619459,45.17837287,401.7972887
2020/2/3 0:41,12.17754124,58.00194144,344.3072014
2020/2/3 0:47,11.13628517,46.92743595,412.8969904
2020/2/3 0:52,11.73286421,59.22536714,158.2452286
2020/2/3 1:41,12.04611686,46.47336218,345.1236405
2020/2/3 2:34,11.69369087,45.78294748,457.8263903
2020/2/3 2:46,10.47003704,40.76254143,215.0195831
2020/2/3 2:53,11.83830516,67.56215556,325.9415942
2020/2/3 3:08,11.7883835,61.12346485,534.3035652
2020/2/3 3:08,12.12799105,67.43257269,287.4941486
2020/2/3 3:19,12.0195806,52.95850042,338.8763896
2020/2/3 3:19,11.79990427,44.9133954,347.6521113
2020/2/3 3:22,12.11532863,52.66049144,315.8774476
2020/2/3 3:28,11.72730746,44.05720416,210.4114343
2020/2/3 3:47,12.50307393,41.5946755,383.3325466
2020/2/3 4:18,11.74521282,49.98925612,316.7694422
2020/2/3 4:29,11.96105016,59.40817796,208.6244396
2020/2/3 5:02,11.91584659,59.96740047,323.7705178
2020/2/3 5:06,12.20565206,59.08204314,290.0277195
2020/2/3 5:15,12.3814895,57.75415113,399.7240029
2020/2/3 5:17,11.92333769,56.38073237,384.7088144
2020/2/3 5:51,12.58101362,54.29112579,313.0498628
2020/2/3 6:01,12.28999596,62.57797383,362.6072829
2020/2/3 6:18,12.67781809,40.33172237,433.1764268
2020/2/3 6:25,12.13436556,51.73250366,419.6891439
2020/2/3 6:34,11.65629471,42.76396863,423.0953135
2020/2/3 6:40,11.66658152,44.77082946,324.0012051
2020/2/3 6:46,12.21524327,52.78705902,329.8171096
2020/2/3 7:02,11.24905991,53.43670747,342.3391957
2020/2/3 7:05,11.92776241,40.7470574,384.9900469
2020/2/3 7:15,11.77217159,41.23944162,462.975211
2020/2/3 7:21,11.8656254,47.11014531,428.3370121
2020/2/3 7:23,11.65642126,48.2400711,454.6162877
2020/2/3 7:24,12.06707744,40.68873091,349.4664665
2020/2/3 7:41,11.09817692,62.38885428,411.017403
2020/2/3 7:53,11.86304412,47.99599181,403.5450307
2020/2/3 8:11,12.64896314,56.60407672,328.8516036
2020/2/3 9:08,11.86462104,66.48407997,465.8184709
2020/2/3 9:20,11.81157551,43.36754238,279.5305428
2020/2/3 9:22,12.03495153,48.09901455,349.7388107
2020/2/3 9:43,12.05486019,50.68708871,305.6525789
2020/2/3 10:03,12.37160619,56.163959,322.3738228
2020/2/3 10:33,11.78011735,59.36083258,357.1004854
2020/2/3 10:36,11.08900369,63.27428947,370.9052415
2020/2/3 10:53,11.72318067,48.07933439,279.7759211
2020/2/3 11:03,11.52344602,63.17300124,392.9717536
2020/2/3 11:14,12.10641763,68.92593914,602.4186637
2020/2/3 12:03,12.1897985,59.32858455,331.1414057
2020/2/3 12:20,11.57530168,44.64275996,294.3143271
2020/2/3 13:07,11.01126662,42.9154851,385.1434748
2020/2/3 13:45,11.75778933,68.30923662,309.0146349
2020/2/3 13:54,12.65840097,68.770982,336.7616205
2020/2/3 14:16,12.22792761,55.94031478,289.3968407
2020/2/3 14:23,11.35018544,69.00552871,230.7799481
2020/2/3 15:18,12.1460803,58.69989679,265.6365719
2020/2/3 15:30,12.27783631,43.75909748,447.6650091
2020/2/3 15:39,12.2522387,49.52819736,439.0062895
2020/2/3 15:43,12.21702922,62.99709692,443.8272238
2020/2/3 15:44,11.63346638,64.89598928,227.6767783
2020/2/3 16:01,11.38130934,55.51787364,240.1804154
2020/2/3 16:08,11.44277173,44.40723972,306.5892211
2020/2/3 16:24,11.68964897,67.34855411,204.8574557
2020/2/3 16:38,12.75551376,58.44232456,324.7934229
2020/2/3 16:48,12.23823334,50.42870646,514.6954903
2020/2/3 17:11,11.61539057,41.3814961,338.2454578
2020/2/3 18:05,12.92055434,42.13562775,323.764965
2020/2/3 18:22,11.76737511,43.47921799,390.0399488
2020/2/3 18:27,12.09037499,41.49438455,366.9131614
2020/2/3 20:02,11.57151589,68.96437238,359.4834979
2020/2/3 20:37,11.7119616,59.76360208,415.6816416
2020/2/3 20:40,11.29492192,42.75318146,347.4672415
2020/2/3 20:59,11.32668728,53.32069042,387.4997921
2020/2/3 21:13,11.9971317,64.31762802,470.9183939
2020/2/3 21:14,11.19099425,51.17945865,333.8182497
2020/2/3 21:17,12.4341348,50.1822677,201.6465293
2020/2/3 21:20,12.28223107,57.80220601,251.2796554
2020/2/3 21:21,11.39799164,63.47506092,456.9031728
2020/2/3 21:35,12.21869237,54.22326974,383.341224
2020/2/3 21:36,12.11586015,58.42921913,332.2414124
2020/2/3 22:12,12.42934543,48.52622496,276.3000442
2020/2/3 22:14,12.22376848,66.79495636,334.3674834
2020/2/3 22:21,11.5157658,45.90030985,331.1132487
2020/2/3 22:53,12.04605961,60.02364614,336.4505015
2020/2/3 22:57,11.90387295,66.7771206,325.6204391
2020/2/3 22:58,11.57312555,41.63305661,377.8978609
2020/2/3 23:02,12.24481188,43.07402628,390.8040084
2020/2/3 23:42,11.65887108,64.96977277,398.8084571
2020/2/3 23:50,12.34489465,44.5782727,399.2599269
2020/2/3 23:55,11.9173202,67.67117333,389.903322
2020/2/4 0:07,12.4870281,57.27076747,365.6979032
2020/2/4 0:39,12.49937117,65.37111304,416.8100823
2020/2/4 0:57,12.84107358,50.06753812,382.7636261
2020/2/4 1:06,11.6684249,51.63348048,365.4841093
2020/2/4 1:08,11.90955232,55.50930236,368.1928622
2020/2/4 1:30,12.24865478,41.28728153,272.4556483
2020/2/4 1:34,11.83371911,63.79389277,352.8977869
2020/2/4 1:44,11.76990533,48.70099043,221.6718339
2020/2/4 1:53,10.81311334,42.82721257,409.7494602
2020/2/4 2:03,12.72636235,59.1072039,451.5798219
2020/2/4 2:52,12.33469306,41.56229452,415.9294149
2020/2/4 2:59,12.65455813,60.59631246,390.7871788
2020/2/4 3:03,11.52070178,51.37696189,386.5639586
2020/2/4 3:04,12.52453965,42.17398637,343.0576677
2020/2/4 3:11,11.62334199,50.25885185,259.6482615
2020/2/4 3:38,11.71937144,50.877764,336.7799192
2020/2/4 3:43,12.18102605,45.37718466,376.9710711
2020/2/4 3:55,12.18372913,52.26436256,370.8670196
2020/2/4 3:59,11.52049118,54.73001585,361.2851477
2020/2/4 3:59,11.59235606,61.87892902,352.6139929
2020/2/4 4:02,12.42053685,58.6972468,421.4129255
2020/2/4 4:45,12.07182106,41.50643,322.6059291
2020/2/4 5:00,12.24329139,50.99067486,309.8435811
2020/2/4 5:01,11.36002152,44.94309823,281.4886819
2020/2/4 5:13,12.04109659,49.59758223,175.6550264
2020/2/4 5:28,12.25611582,55.93226209,391.2222321
2020/2/4 6:11,12.44493421,69.50316055,306.1971321
2020/2/4 6:25,12.57883339,45.85895807,402.0171835
2020/2/4 6:27,11.86182174,40.71239758,383.2536906
2020/2/4 6:30,12.45456736,61.47812116,323.8542746
2020/2/4 6:42,11.5144921,57.27574677,404.5808405
2020/2/4 6:49,12.81705457,69.09474342,475.4135314
2020/2/4 7:02,12.6108137,47.86044132,418.1241827
2020/2/4 7:35,11.56463769,43.96959446,372.8297596
2020/2/4 8:06,11.5148538,57.79256112,322.583861
2020/2/4 8:06,12.13359438,53.65590269,412.1984852
2020/2/4 8:32,12.30581256,69.83733801,420.5324084
2020/2/4 9:07,11.78117938,63.19545962,453.1335721
2020/2/4 9:13,12.27975005,60.59010884,388.4815591
2020/2/4 9:19,12.36574471,62.02039419,454.5837608
2020/2/4 9:31,11.15819606,41.81819611,322.2229011
2020/2/4 9:35,12.05139999,41.3072832,334.8383987
2020/2/4 9:35,11.8193048,44.21838482,361.6033988
2020/2/4 9:44,12.14599727,69.40230817,225.3663589
2020/2/4 10:17,10.62349811,66.50983843,225.1407666
2020/2/4 10:35,12.1745394,50.17559849,265.455976
2020/2/4 11:24,12.26083257,60.76426019,411.8928692
2020/2/4 11:29,11.72843654,58.94936036,331.2708861
2020/2/4 11:36,12.49134426,61.87460897,416.3785352
2020/2/4 11:52,11.88959127,55.95973427,356.9106909
2020/2/4 12:04,12.33285916,45.82363378,442.7082421
2020/2/4 12:15,11.7967498,46.57910911,444.461945
2020/2/4 12:24,12.41724615,41.8290466,426.3845802
2020/2/4 12:49,12.70656401,40.68449067,424.703548
2020/2/4 12:57,11.53132443,52.54742664,402.9337833
2020/2/4 12:59,11.62675761,62.52968484,400.0375809
2020/2/4 12:59,11.85961138,67.69558982,298.8880659
2020/2/4 13:05,13.14287238,52.83142937,407.4167414
2020/2/4 13:41,11.56489138,68.45990334,336.7629812
2020/2/4 14:26,11.33860092,49.3520844,316.1911517
2020/2/4 14:38,11.99041494,41.64554043,296.0022583
2020/2/4 14:40,11.58732128,41.24655315,321.2860872
2020/2/4 14:59,11.12684809,45.44327618,398.4181769
2020/2/4 15:05,10.61086915,56.75564007,298.0754985
2020/2/4 15:23,12.06768072,54.21477554,496.4809117
2020/2/4 15:33,11.76002633,41.82407345,345.6536995
2020/2/4 15:33,12.33772986,58.55137343,305.6804951
2020/2/4 15:40,12.0192406,40.38628421,384.5400489
2020/2/4 15:57,12.14684124,63.28817528,385.2574105
2020/2/4 16:30,13.04043326,46.96288682,246.3782449
2020/2/4 17:02,12.17190248,51.64754857,388.1071024
2020/2/4 17:28,12.27329935,66.85933604,247.6245485
2020/2/4 17:31,11.88046809,43.37417343,324.962909
2020/2/4 17:45,12.27767364,45.54419154,301.0608301
2020/2/4 17:48,12.67523124,48.24441998,305.3373787
2020/2/4 17:55,11.81341565,50.65735405,296.7228069
2020/2/4 18:27,11.53856337,43.65314716,317.5259829
2020/2/4 18:34,11.41739028,69.66356182,266.0704231
2020/2/4 19:54,11.9510831,48.11559019,356.2205382
2020/2/4 20:18,11.1239816,62.10662394,445.5345834
2020/2/4 20:33,11.60167183,67.25077473,296.805116
2020/2/4 20:34,11.7782534,64.31684962,282.8808412
2020/2/4 20:40,13.17316091,50.18854735,265.7424695
2020/2/4 20:40,12.06185373,51.05184526,426.4031516
2020/2/4 20:48,11.51202143,58.1548196,390.2073703
2020/2/4 20:50,10.96294164,63.7598872,373.4626209
2020/2/4 21:12,11.82745446,60.6407834,398.1918211
2020/2/4 21:16,12.94935965,59.83877773,287.2197992
2020/2/4 21:33,11.4692624,65.68465405,339.9902036
2020/2/4 21:47,12.23994727,42.1332325,319.5935277
2020/2/4 22:10,12.42080059,69.11713241,272.6090303
2020/2/4 22:23,11.54804079,63.78284506,174.1661049
2020/2/4 22:28,10.61011693,68.36469457,310.147778
2020/2/4 22:29,12.43148847,65.26182577,390.1539962
2020/2/4 22:33,12.32715785,47.8183111,334.6331466
2020/2/4 22:45,13.31839498,45.45799047,510.2262928
2020/2/4 23:04,12.69500291,48.78186099,396.0146408
2020/2/4 23:14,12.5835721,63.33295467,340.108834
2020/2/4 23:26,12.19646271,57.13268275,315.6091363
2020/2/4 23:44,11.90891654,46.18410977,419.2688518
2020/2/4 23:53,11.42374111,44.52925206,199.6232852
2020/2/5 0:12,12.13970293,41.51052697,387.5762712
2020/2/5 0:21,11.28991247,66.89496818,168.9259773
2020/2/5 0:27,12.90818088,64.10285811,283.5274762
2020/2/5 0:28,11.75323888,50.70292588,395.0889664
2020/2/5 0:45,11.64425894,65.00316673,384.5858396
2020/2/5 1:36,12.38335229,42.65919446,353.7996393
2020/2/5 1:46,11.80991647,66.99220551,330.8283651
2020/2/5 2:01,11.90463514,44.17557999,328.2358813
2020/2/5 2:30,12.24667011,69.73819649,115.081685
2020/2/5 3:16,12.12110806,69.23440884,329.0123547
2020/2/5 3:47,12.32055356,55.15729131,403.3280186
2020/2/5 4:00,11.85565687,51.18950165,342.2708453
2020/2/5 4:10,11.27794146,46.49773722,262.0520789
2020/2/5 4:35,11.71039908,63.80998024,379.4362241
2020/2/5 4:52,12.29816908,62.13930611,395.1505722
2020/2/5 5:12,12.91644326,61.33840478,444.9786515
2020/2/5 5:15,11.88257899,61.27161056,333.5887218
2020/2/5 5:31,12.3949193,51.31705432,319.682545
2020/2/5 5:46,11.80003355,61.44290663,409.3479292
2020/2/5 5:49,12.25430066,65.63645936,314.1277208
2020/2/5 5:56,12.5325118,59.42314362,362.6981287
2020/2/5 6:29,11.8311941,64.50178548,409.4217592
2020/2/5 6:41,12.49855157,56.37058646,346.6147874
2020/2/5 7:07,12.09057057,45.14521333,287.2637174
2020/2/5 7:07,12.16051672,58.76860355,440.1798166
2020/2/5 8:51,12.38339081,49.59055942,317.0007094
2020/2/5 8:53,12.28218492,42.06010137,333.6619229
2020/2/5 9:02,12.07448386,69.47111649,368.9107099
2020/2/5 9:47,12.2945917,46.22684485,448.0284243
2020/2/5 9:59,11.96448269,63.15411496,333.199371
2020/2/5 10:01,10.94732157,42.36227722,413.8751156
2020/2/5 10:13,12.97975931,62.57399332,227.2093328
2020/2/5 10:29,11.34685362,59.25647292,400.7391454
2020/2/5 10:33,12.18814059,58.12377638,303.8801047
2020/2/5 10:58,12.32020906,53.67339358,341.5616608
2020/2/5 11:04,11.97033741,49.69356372,264.9141357
2020/2/5 11:10,12.04972321,61.05278707,271.8105388
2020/2/5 11:10,11.6764615,61.77590897,377.3649699
2020/2/5 11:11,12.49200788,69.10885839,332.0395796
2020/2/5 11:15,12.37366318,58.92795757,289.1635987
2020/2/5 11:36,11.43568398,64.3370366,447.514251
2020/2/5 11:37,11.56495451,54.51988557,316.3823983
2020/2/5 12:21,11.79703397,44.39893084,227.2370197
2020/2/5 12:48,12.5135639,47.26673869,362.6855336
2020/2/5 13:26,11.42127078,44.09855386,385.9683673
2020/2/5 13:30,13.06508349,53.86138508,224.2807566
2020/2/5 13:59,10.88221536,42.56511286,388.2727791
2020/2/5 14:09,14.04676515,46.45280654,410.6803664
2020/2/5 14:25,12.05826828,67.53197452,330.2673911
2020/2/5 14:50,11.7952021,58.76555424,269.6562014
2020/2/5 14:58,11.89942715,42.8886471,347.0946915
2020/2/5 14:59,11.51072969,40.50722231,424.8293403
2020/2/5 15:00,12.57687298,61.0442614,360.1703688
2020/2/5 15:15,11.74716738,66.46793778,342.7450402
2020/2/5 15:39,11.82038071,62.21612228,268.0984047
2020/2/5 15:56,12.910884,46.80261445,498.9677362
2020/2/5 16:21,11.33912552,66.6239483,378.5473159
2020/2/5 16:26,12.2136999,43.86048954,187.2534954
2020/2/5 16:30,11.905708,40.12994478,434.8155526
2020/2/5 16:55,12.07910302,60.73482496,487.179857
2020/2/5 17:03,12.05405663,56.19591767,381.1525442
2020/2/5 17:11,11.71439415,63.35766278,330.5380542
2020/2/5 17:26,11.6908887,61.85080824,226.1188726
2020/2/5 17:51,12.3507483,45.85653124,378.8371259
2020/2/5 18:24,11.87440757,58.31318283,292.0322019
2020/2/5 18:26,12.30805171,45.0807382,306.8607529
2020/2/5 18:45,12.28172376,59.80017442,314.3880463
2020/2/5 18:48,10.85659329,49.25723983,352.0228808
2020/2/5 18:54,12.04885279,42.2068247,267.3350433
2020/2/5 18:57,12.43701125,41.05785297,299.8000786
2020/2/5 19:07,12.04672142,58.60921232,491.7115785
2020/2/5 19:17,11.77989471,54.27810316,265.1686566
2020/2/5 19:18,12.24358161,51.58510315,304.1391224
2020/2/5 19:52,11.51270011,61.12638016,305.901576
2020/2/5 20:07,11.69573412,66.28420984,563.908451
2020/2/5 20:26,11.68339847,67.89135942,202.4931025
2020/2/5 20:45,12.82883742,62.99879607,278.3776869
2020/2/5 21:12,11.1761822,47.8346678,487.6526555
2020/2/5 21:25,11.69094993,51.21526372,334.9780727
2020/2/5 21:37,11.63334035,59.57174407,296.3721244
2020/2/5 21:50,12.31631895,42.61066228,373.2871855
2020/2/5 22:00,12.93667444,60.22812014,253.1789857
2020/2/5 22:11,12.46744378,42.19340884,307.0181117
2020/2/5 22:14,11.94018069,48.90490855,393.3698198
2020/2/5 22:28,11.46828095,69.11093072,380.8508499
2020/2/5 22:32,12.23894346,53.89555748,238.5171583
2020/2/5 22:38,11.92437986,53.43329801,252.7279716
2020/2/5 22:49,11.97773761,40.04229203,399.1272994
2020/2/5 23:19,11.75950602,63.70096447,306.094333
2020/2/5 23:57,11.8786483,69.45451671,321.881769
2020/2/6 0:17,11.86084017,46.82612952,308.6245024
2020/2/6 0:54,12.52039837,41.66846129,426.0636113
2020/2/6 1:21,11.85213627,66.25706043,290.0888685
2020/2/6 1:22,11.87050792,49.44933763,259.8036292
2020/2/6 1:26,11.51883209,54.75738396,359.1180098
2020/2/6 1:26,10.86846177,41.44881982,243.3521425
2020/2/6 1:28,11.72670341,48.41878005,402.4883186
2020/2/6 1:36,11.92998497,46.87908334,439.249802
2020/2/6 1:38,12.2452734,54.3563674,452.2983782
2020/2/6 2:15,13.07066314,50.88623798,306.2767752
2020/2/6 2:34,11.38970166,45.99313601,231.8281314
2020/2/6 3:27,12.94032145,65.27774284,516.0541102
2020/2/6 3:35,11.54092484,63.25247394,334.5238826
2020/2/6 3:44,12.20668805,69.10751314,305.6994282
2020/2/6 3:56,12.16272518,52.80447764,407.1494486
2020/2/6 4:09,11.6776073,57.46761906,408.2556007
2020/2/6 4:10,13.11837059,41.61850105,345.5022992
2020/2/6 4:34,12.17264275,58.73018018,293.3174814
2020/2/6 4:58,12.65375119,44.79718945,402.8647724
2020/2/6 5:25,11.47184913,45.24896091,299.7495038
2020/2/6 5:33,11.44765334,56.02977261,368.0172509
2020/2/6 5:33,12.07742333,69.4077913,415.3425107
2020/2/6 5:41,11.77995096,43.08154511,413.3092282
2020/2/6 6:14,11.50749392,40.53004719,381.8302477
2020/2/6 7:00,12.17763324,61.93166444,371.2459198
2020/2/6 7:05,12.06914672,57.48134032,363.1799354
2020/2/6 7:14,11.38091299,57.19095442,351.5315953
2020/2/6 7:23,11.58932587,64.26989287,430.2566445
2020/2/6 7:30,11.88489457,45.95496662,409.2225799
2020/2/6 7:33,11.65832775,65.78065408,179.3966529
2020/2/6 7:39,12.02057891,58.33805375,295.2436135
2020/2/6 8:36,12.10751236,54.1909549,456.5169776
2020/2/6 9:21,10.91884325,45.16666892,394.4071672
2020/2/6 9:22,11.47453237,52.79401785,300.262485
2020/2/6 10:00,12.41608458,49.78434126,286.9040523
2020/2/6 10:43,11.65783211,66.08438227,262.0898992
2020/2/6 10:56,11.98609767,57.40838268,403.6923788
2020/2/6 11:46,11.96998229,62.54421724,226.9548199
2020/2/6 12:24,12.48915909,51.514261,308.1166821
2020/2/6 12:37,11.90934807,67.88628693,287.9382848
2020/2/6 12:45,12.02437413,61.2752388,348.8162727
2020/2/6 13:31,11.90126639,65.86796541,180.741457
2020/2/6 13:36,11.42542121,48.49226657,393.9192767
2020/2/6 13:37,12.23927842,59.33697167,391.0075134
2020/2/6 14:11,12.91724113,50.08101959,384.6082835
2020/2/6 15:29,11.7280429,61.98230165,324.8218737
2020/2/6 15:41,12.00427224,65.85305481,234.0244312
2020/2/6 15:58,11.9114122,55.87910574,457.5193552
2020/2/6 17:06,12.2385414,40.70471739,374.6130035
2020/2/6 17:40,11.79332565,54.26105258,341.8299834
2020/2/6 17:41,12.33057986,66.27311822,396.9796917
2020/2/6 17:43,11.81802753,67.43251318,353.5397894
2020/2/6 17:55,12.33046734,50.00998814,361.3795745
2020/2/6 17:57,12.20933146,48.95462049,404.5747645
2020/2/6 18:49,11.93117352,53.03485657,418.9155194
2020/2/6 19:06,12.05491867,40.6284557,368.5937875
2020/2/6 19:22,12.97018067,47.56374242,343.3340433
2020/2/6 19:59,12.05589929,40.2992809,392.9802375
2020/2/6 20:19,11.76954378,65.39354819,275.6229903
2020/2/6 20:26,12.91505829,50.45479308,329.2344653
2020/2/6 20:38,12.19811008,53.76025387,400.8553566
2020/2/6 20:49,12.27460354,53.78317014,314.6869731
2020/2/6 20:51,12.27578286,66.49251465,323.7900826
2020/2/6 21:16,12.50123114,42.1054486,337.753766
2020/2/6 21:17,11.30716432,42.97297349,359.2770433
2020/2/6 21:23,11.83198989,49.11975222,320.15914
2020/2/6 22:03,10.90218195,44.94484232,313.5452223
2020/2/6 22:20,11.43138531,51.90541612,381.5183958
2020/2/6 22:22,11.12512084,47.98021313,327.3153893
2020/2/6 22:36,12.09232553,59.32564222,269.1353877
2020/2/6 23:10,11.96826402,41.45307927,342.2339075
2020/2/6 23:14,12.66886031,62.16973162,281.260836
2020/2/6 23:19,13.09512381,68.11358562,348.856681
2020/2/6 23:21,11.26988078,53.24800814,365.0864957
2020/2/6 23:21,11.74522888,59.94667898,348.433134
